"name","layout","mana_cost","cmc","colors","color_identity","names","type","supertypes","subtypes","types","rarity","text","flavor","artist","number","power","toughness","loyalty","multiverse_id","variations","watermark","border","timeshifted","hand","life","release_date","starter","printings","original_text","original_type","source","image_url","set","set_name","id","legalities","rulings","foreign_names"
"Gyre Engineer","normal","{1}{G}{U}","3.0","['Green', 'Blue']","['G', 'U']","","Creature — Vedalken Wizard","[]","['Vedalken', 'Wizard']","['Creature']","Uncommon","{T}: Add {G}{U}.","""As I contemplate what is, I dive ever deeper into the depths of possibility. Then I set an experiment in motion and watch the truth rise to the surface.""","Anthony Palumbo","180","1","1","","457324","","simic","","","","","","","['RNA']","{T}: Add {G}{U}.","Creature — Vedalken Wizard","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457324&type=card","RNA","Ravnica Allegiance","6b9f6008-ea50-50ab-8ec0-57c0824fcf3a","[{'format': 'Future', 'legality': 'Legal'}]","[]","[]"
"Hackrobat","normal","{1}{B}{R}","3.0","['Black', 'Red']","['B', 'R']","","Creature — Human Rogue","[]","['Human', 'Rogue']","['Creature']","Uncommon","Spectacle {B}{R} (You may cast this spell for its spectacle cost rather than its mana cost if an opponent lost life this turn.)
{B}: Hackrobat gains deathtouch until end of turn.
{R}: Hackrobat gets +2/-2 until end of turn.","""They all want to see me fall.""","Simon Dominic","181","2","3","","457325","","rakdos","","","","","","","['RNA']","Spectacle {B}{R} (You may cast this spell for its spectacle cost rather than its mana cost if an opponent lost life this turn.)
{B}: Hackrobat gains deathtouch until end of turn.
{R}: Hackrobat gets +2/-2 until end of turn.","Creature — Human Rogue","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457325&type=card","RNA","Ravnica Allegiance","5e3d4005-9162-58d8-a05b-21fa570b0bb4","[{'format': 'Future', 'legality': 'Legal'}]","[{'date': '2019-01-25', 'text': 'Damage dealt to a player causes that player to lose that much life.'}, {'date': '2019-01-25', 'text': 'Spectacle doesn’t change when you can cast the card. For example, you can’t cast a sorcery with spectacle during an opponent’s turn unless another effect allows you to do so, even if that player has lost life this turn.'}, {'date': '2019-01-25', 'text': 'To determine the total cost of a spell, start with the mana cost or alternative cost you’re paying (such as a spectacle cost), add any cost increases, then apply any cost reductions. The converted mana cost of the spell remains unchanged, no matter what the total cost to cast it was.'}, {'date': '2019-01-25', 'text': 'A card’s spectacle cost is the same no matter how much life your opponents lost or how many opponents lost life.'}, {'date': '2019-01-25', 'text': 'In a multiplayer game, if an opponent loses life and later that turn leaves the game, you can cast a spell for its spectacle cost. (If a player leaves the game during their turn, that turn continues without an active player.)'}]","[]"
"High Alert","normal","{1}{W}{U}","3.0","['Blue', 'White']","['U', 'W']","","Enchantment","[]","[]","['Enchantment']","Uncommon","Each creature you control assigns combat damage equal to its toughness rather than its power.
Creatures you control can attack as though they didn't have defender.
{2}{W}{U}: Untap target creature.","","Daarken","182","","","","457326","","azorius","","","","","","","['RNA']","Each creature you control assigns combat damage equal to its toughness rather than its power.
Creatures you control can attack as though they didn't have defender.
{2}{W}{U}: Untap target creature.","Enchantment","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457326&type=card","RNA","Ravnica Allegiance","e7234787-b996-534d-81a8-d0fadf0fac18","[{'format': 'Future', 'legality': 'Legal'}]","[{'date': '2019-01-25', 'text': 'High Alert’s first ability doesn’t actually change any creature’s power. It changes only the amount of combat damage it assigns. All other rules and effects that check power or toughness use the real values. For example, Titanic Brawl won’t cause a creature to fight with its toughness under High Alert.'}]","[]"
"Hydroid Krasis","normal","{X}{G}{U}","2.0","['Green', 'Blue']","['G', 'U']","","Creature — Jellyfish Hydra Beast","[]","['Jellyfish', 'Hydra', 'Beast']","['Creature']","Mythic","When you cast this spell, you gain half X life and draw half X cards. Round down each time.
Flying, trample
Hydroid Krasis enters the battlefield with X +1/+1 counters on it.","Havoc is a small price to pay for data.","Jason Felix","183","0","0","","457327","","simic","","","","","","","['RNA']","When you cast this spell, you gain half X life and draw half X cards. Round down each time.
Flying, trample
Hydroid Krasis enters the battlefield with X +1/+1 counters on it.","Creature — Jellyfish Hydra Beast","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457327&type=card","RNA","Ravnica Allegiance","7c2c03ce-29c5-5cc9-8385-41ab36ba684b","[{'format': 'Future', 'legality': 'Legal'}]","[{'date': '2019-01-25', 'text': 'Hydroid Krasis’s first ability triggers as you cast it, and that ability resolves before the spell itself. It resolves even if Hydroid Krasis is countered.'}]","[]"
"Imperious Oligarch","normal","{W}{B}","2.0","['Black', 'White']","['B', 'W']","","Creature — Human Cleric","[]","['Human', 'Cleric']","['Creature']","Common","Vigilance
Afterlife 1 (When this creature dies, create a 1/1 white and black Spirit creature token with flying.)","The rights of ghosts are strictly protected under Orzhov bylaws, and those who enforce them can count on the ghosts' assistance.","Johannes Voss","184","2","1","","457328","","orzhov","","","","","","","['RNA']","Vigilance
Afterlife 1 (When this creature dies, create a 1/1 white and black Spirit creature token with flying.)","Creature — Human Cleric","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457328&type=card","RNA","Ravnica Allegiance","62b73325-651b-5544-b234-db9de2adcd92","[{'format': 'Future', 'legality': 'Legal'}]","[{'date': '2019-01-25', 'text': 'Because blockers are chosen all at once, you can’t block with a creature with afterlife, wait for it to die, then block with the resulting Spirit tokens.'}]","[]"
"Judith, the Scourge Diva","normal","{1}{B}{R}","3.0","['Black', 'Red']","['B', 'R']","","Legendary Creature — Human Shaman","['Legendary']","['Human', 'Shaman']","['Creature']","Rare","Other creatures you control get +1/+0.
Whenever a nontoken creature you control dies, Judith, the Scourge Diva deals 1 damage to any target.","At the end of the show, she stands alone on a stage brilliant with blood.","Wesley Burt","185","2","2","","457329","","rakdos","","","","","","","['RNA']","Other creatures you control get +1/+0.
Whenever a nontoken creature you control dies, Judith, the Scourge Diva deals 1 damage to any target.","Legendary Creature — Human Shaman","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457329&type=card","RNA","Ravnica Allegiance","d672736c-3b12-5e4d-b9b3-22a207742674","[{'format': 'Future', 'legality': 'Legal'}]","[{'date': '2019-01-25', 'text': 'Judith’s last ability triggers when Judith dies if it’s not a token.'}, {'date': '2019-01-25', 'text': 'If Judith dies at the same time as one or more other nontoken creatures you control, Judith’s ability triggers for each of them.'}, {'date': '2019-01-25', 'text': 'If your life total is brought to 0 or less at the same time that nontoken creatures you control are dealt lethal damage, you lose the game before Judith’s triggered ability goes on the stack.'}]","[]"
"Kaya, Orzhov Usurper","normal","{1}{W}{B}","3.0","['Black', 'White']","['B', 'W']","","Legendary Planeswalker — Kaya","['Legendary']","['Kaya']","['Planeswalker']","Mythic","+1: Exile up to two target cards from a single graveyard. You gain 2 life if at least one creature card was exiled this way.
−1: Exile target nonland permanent with converted mana cost 1 or less.
−5: Kaya, Orzhov Usurper deals damage to target player equal to the number of cards that player owns in exile and you gain that much life.","","Yongjae Choi","186","","","3","457330","","","","","","","","","['MED', 'RNA']","+1: Exile up to two target cards from a single graveyard. You gain 2 life if at least one creature card was exiled this way.
−1: Exile target nonland permanent with converted mana cost 1 or less.
−5: Kaya, Orzhov Usurper deals damage to target player equal to the number of cards that player owns in exile and you gain that much life.","Legendary Planeswalker — Kaya","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457330&type=card","RNA","Ravnica Allegiance","849aaa0e-fbdb-5fa0-9820-c8a116b2f802","[{'format': 'Future', 'legality': 'Legal'}]","[{'date': '2019-01-25', 'text': 'If a permanent has {X} in its mana cost, X is considered to be 0.'}, {'date': '2019-01-25', 'text': 'Tokens that aren’t a copy of something else don’t have a mana cost. Anything without a mana cost normally has a converted mana cost of 0.'}, {'date': '2019-01-25', 'text': 'Kaya’s last ability causes you to gain life equal to the number of cards the target player owns in exile, even if an effect causes her to deal more or less than that amount of damage to that player.'}]","[]"
"Kaya's Wrath","normal","{W}{W}{B}{B}","4.0","['Black', 'White']","['B', 'W']","","Sorcery","[]","[]","['Sorcery']","Rare","Destroy all creatures. You gain life equal to the number of creatures you controlled that were destroyed this way.","Teysa convened the meeting of the Obzedat. Kaya ended it.","Victor Adame Minguez","187","","","","457331","","planeswalker","","","","","","","['RNA']","Destroy all creatures. You gain life equal to the number of creatures you controlled that were destroyed this way.","Sorcery","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457331&type=card","RNA","Ravnica Allegiance","9b3ad2f3-8817-52ae-841c-516a4644c426","[{'format': 'Future', 'legality': 'Legal'}]","[{'date': '2019-01-25', 'text': 'If a creature you control has indestructible, it isn’t destroyed this way and you won’t gain life for it. If a creature you control is destroyed but put into a zone other than a graveyard, you will gain life for it.'}]","[]"
"Knight of the Last Breath","normal","{5}{W}{B}","7.0","['Black', 'White']","['B', 'W']","","Creature — Giant Knight","[]","['Giant', 'Knight']","['Creature']","Uncommon","{3}, Sacrifice another nontoken creature: Create a 1/1 white and black Spirit creature token with flying.
Afterlife 3 (When this creature dies, create three 1/1 white and black Spirit creature tokens with flying.)","","Milivoj Ćeran","188","4","4","","457332","","orzhov","","","","","","","['RNA']","{3}, Sacrifice another nontoken creature: Create a 1/1 white and black Spirit creature token with flying.
Afterlife 3 (When this creature dies, create three 1/1 white and black Spirit creature tokens with flying.)","Creature — Giant Knight","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457332&type=card","RNA","Ravnica Allegiance","66147e50-8800-53de-a561-aaabf37a4c60","[{'format': 'Future', 'legality': 'Legal'}]","[{'date': '2019-01-25', 'text': 'Because blockers are chosen all at once, you can’t block with a creature with afterlife, wait for it to die, then block with the resulting Spirit tokens.'}]","[]"
"Lavinia, Azorius Renegade","normal","{W}{U}","2.0","['Blue', 'White']","['U', 'W']","","Legendary Creature — Human Soldier","['Legendary']","['Human', 'Soldier']","['Creature']","Rare","Each opponent can't cast noncreature spells with converted mana cost greater than the number of lands that player controls.
Whenever an opponent casts a spell, if no mana was spent to cast it, counter that spell.","""I told Jace that Ravnica would fall apart if he didn't take his responsibilities seriously. I didn't want to be right.""","Steven Belledin","189","2","2","","457333","","azorius","","","","","","","['PRNA', 'RNA']","Each opponent can't cast noncreature spells with converted mana cost greater than the number of lands that player controls.
Whenever an opponent casts a spell, if no mana was spent to cast it, counter that spell.","Legendary Creature — Human Soldier","","http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=457333&type=card","RNA","Ravnica Allegiance","45a3de18-91d8-538e-930b-00d0d97dcd25","[{'format': 'Future', 'legality': 'Legal'}]","[{'date': '2019-01-25', 'text': 'Players may cast spells that they know Lavinia will counter. Any abilities that trigger when spells are cast will trigger and resolve if appropriate, and any effects that count spells cast will count those spells if appropriate.'}, {'date': '2019-01-25', 'text': 'Effects that modify or replace the cost to cast a spell (such as spectacle) don’t affect the spell’s converted mana cost, so they won’t change whether Lavinia’s first ability restricts that spell from being cast.'}, {'date': '2019-01-25', 'text': 'For spells with {X} in their mana costs, use the value chosen for X to determine the spell’s converted mana cost.'}, {'date': '2019-01-25', 'text': 'If an effect allows a player to cast a spell without paying its mana cost, that player can’t choose to cast it and pay its mana cost unless another rule or effect allows that player to cast it that way.'}]","[]"
